id,repo,provenance,tier,score_real,score_synthetic
apache_airflow__49199,apache/airflow,human,trivial,0,2
apache_airflow__49610,apache/airflow,human,trivial,0,2
apache_airflow__49610,apache/airflow,human,trivial,1,2
apache_airflow__49610,apache/airflow,human,trivial,0,0
apache_airflow__49809,apache/airflow,human,empty,1,2
apache_airflow__49809,apache/airflow,human,empty,1,2
apache_airflow__49809,apache/airflow,human,empty,1,2
apache_airflow__50065,apache/airflow,human,trivial,0,2
apache_airflow__50065,apache/airflow,human,trivial,0,2
apache_airflow__50065,apache/airflow,human,trivial,0,0
apache_airflow__50123,apache/airflow,human,empty,0,1
apache_airflow__50123,apache/airflow,human,empty,0,2
apache_airflow__50123,apache/airflow,human,empty,0,1
apache_airflow__50123,apache/airflow,human,empty,0,2
apache_airflow__50511,apache/airflow,human,substantive,0,1
apache_airflow__50511,apache/airflow,human,substantive,0,2
apache_airflow__50511,apache/airflow,human,substantive,1,1
apache_airflow__50532,apache/airflow,human,empty,0,2
apache_airflow__50532,apache/airflow,human,empty,0,2
apache_airflow__50532,apache/airflow,human,empty,0,2
apache_airflow__50670,apache/airflow,human,empty,1,2
apache_airflow__50670,apache/airflow,human,empty,1,2
apache_airflow__50670,apache/airflow,human,empty,0,2
apache_airflow__50670,apache/airflow,human,empty,0,0
apache_airflow__50960,apache/airflow,agent,substantive,0,0
apache_airflow__50960,apache/airflow,agent,substantive,1,1
apache_airflow__50960,apache/airflow,agent,substantive,1,1
apache_airflow__50960,apache/airflow,agent,substantive,2,1
apache_airflow__51297,apache/airflow,human,trivial,0,2
apache_airflow__51297,apache/airflow,human,trivial,0,2
apache_airflow__51297,apache/airflow,human,trivial,0,2
apache_airflow__51404,apache/airflow,human,empty,1,2
apache_airflow__51404,apache/airflow,human,empty,1,2
apache_airflow__51404,apache/airflow,human,empty,0,2
apache_airflow__51650,apache/airflow,human,empty,0,2
apache_airflow__51650,apache/airflow,human,empty,0,0
apache_airflow__51650,apache/airflow,human,empty,0,1
apache_airflow__52262,apache/airflow,human,substantive,0,2
apache_airflow__52262,apache/airflow,human,substantive,0,2
apache_airflow__52262,apache/airflow,human,substantive,0,1
apache_airflow__52302,apache/airflow,human,empty,0,2
apache_airflow__52302,apache/airflow,human,empty,0,2
apache_airflow__52302,apache/airflow,human,empty,0,2
apache_airflow__52404,apache/airflow,human,substantive,0,1
apache_airflow__52404,apache/airflow,human,substantive,0,0
apache_airflow__52404,apache/airflow,human,substantive,0,0
apache_airflow__52404,apache/airflow,human,substantive,0,1
apache_airflow__52564,apache/airflow,human,empty,1,2
apache_airflow__52564,apache/airflow,human,empty,0,2
apache_airflow__52564,apache/airflow,human,empty,0,2
apache_airflow__52591,apache/airflow,human,substantive,1,2
apache_airflow__52591,apache/airflow,human,substantive,2,2
apache_airflow__52591,apache/airflow,human,substantive,0,1
apache_airflow__52737,apache/airflow,human,empty,1,2
apache_airflow__52737,apache/airflow,human,empty,0,2
apache_airflow__52737,apache/airflow,human,empty,0,2
apache_airflow__52800,apache/airflow,human,empty,0,2
apache_airflow__52800,apache/airflow,human,empty,0,2
apache_airflow__52800,apache/airflow,human,empty,0,2
apache_airflow__53153,apache/airflow,agent,substantive,0,1
apache_airflow__53153,apache/airflow,agent,substantive,1,1
apache_airflow__53153,apache/airflow,agent,substantive,0,1
apache_airflow__53314,apache/airflow,human,empty,1,2
apache_airflow__53314,apache/airflow,human,empty,0,2
apache_airflow__53314,apache/airflow,human,empty,0,1
apache_airflow__53350,apache/airflow,human,substantive,0,1
apache_airflow__53350,apache/airflow,human,substantive,0,0
apache_airflow__53350,apache/airflow,human,substantive,0,2
apache_airflow__53390,apache/airflow,human,substantive,1,2
apache_airflow__53390,apache/airflow,human,substantive,1,2
apache_airflow__53390,apache/airflow,human,substantive,0,2
apache_airflow__53420,apache/airflow,human,substantive,1,2
apache_airflow__53420,apache/airflow,human,substantive,0,2
apache_airflow__53420,apache/airflow,human,substantive,0,1
apache_airflow__53420,apache/airflow,human,substantive,0,2
apache_airflow__53514,apache/airflow,human,empty,1,1
apache_airflow__53514,apache/airflow,human,empty,0,0
apache_airflow__53514,apache/airflow,human,empty,1,2
apache_airflow__54487,apache/airflow,human,substantive,1,2
apache_airflow__54487,apache/airflow,human,substantive,0,1
apache_airflow__54487,apache/airflow,human,substantive,0,2
apache_airflow__54679,apache/airflow,human,substantive,1,2
apache_airflow__54679,apache/airflow,human,substantive,0,2
apache_airflow__54679,apache/airflow,human,substantive,1,2
apache_airflow__54679,apache/airflow,human,substantive,1,1
apache_airflow__54731,apache/airflow,human,substantive,0,2
apache_airflow__54731,apache/airflow,human,substantive,0,2
apache_airflow__54731,apache/airflow,human,substantive,0,2
apache_airflow__55090,apache/airflow,human,substantive,0,1
apache_airflow__55090,apache/airflow,human,substantive,0,0
apache_airflow__55090,apache/airflow,human,substantive,0,1
apache_airflow__55114,apache/airflow,human,empty,1,2
apache_airflow__55114,apache/airflow,human,empty,0,1
apache_airflow__55114,apache/airflow,human,empty,1,2
apache_airflow__55118,apache/airflow,human,empty,0,2
apache_airflow__55118,apache/airflow,human,empty,0,2
apache_airflow__55118,apache/airflow,human,empty,0,2
apache_airflow__55486,apache/airflow,human,empty,0,2
apache_airflow__55486,apache/airflow,human,empty,0,2
apache_airflow__55486,apache/airflow,human,empty,1,1
apache_airflow__55499,apache/airflow,human,substantive,1,2
apache_airflow__55499,apache/airflow,human,substantive,1,2
apache_airflow__55499,apache/airflow,human,substantive,0,1
apache_airflow__55972,apache/airflow,human,empty,0,1
apache_airflow__55972,apache/airflow,human,empty,0,1
apache_airflow__55972,apache/airflow,human,empty,0,2
apache_airflow__56007,apache/airflow,human,trivial,0,1
apache_airflow__56007,apache/airflow,human,trivial,1,2
apache_airflow__56007,apache/airflow,human,trivial,0,0
apache_airflow__56077,apache/airflow,human,trivial,1,2
apache_airflow__56077,apache/airflow,human,trivial,0,1
apache_airflow__56077,apache/airflow,human,trivial,0,2
apache_airflow__56608,apache/airflow,human,substantive,0,1
apache_airflow__56608,apache/airflow,human,substantive,0,0
apache_airflow__56608,apache/airflow,human,substantive,0,2
apache_airflow__56692,apache/airflow,human,empty,1,2
apache_airflow__56692,apache/airflow,human,empty,1,2
apache_airflow__56692,apache/airflow,human,empty,1,2
apache_airflow__56695,apache/airflow,human,substantive,2,2
apache_airflow__56695,apache/airflow,human,substantive,1,1
apache_airflow__56695,apache/airflow,human,substantive,2,1
apache_airflow__56936,apache/airflow,human,substantive,0,2
apache_airflow__56936,apache/airflow,human,substantive,2,1
apache_airflow__56936,apache/airflow,human,substantive,0,1
apache_airflow__57010,apache/airflow,human,substantive,1,2
apache_airflow__57010,apache/airflow,human,substantive,1,2
apache_airflow__57010,apache/airflow,human,substantive,0,2
apache_airflow__57103,apache/airflow,human,trivial,0,1
apache_airflow__57103,apache/airflow,human,trivial,0,2
apache_airflow__57103,apache/airflow,human,trivial,0,2
apache_airflow__57228,apache/airflow,human,empty,0,2
apache_airflow__57228,apache/airflow,human,empty,1,2
apache_airflow__57228,apache/airflow,human,empty,0,2
apache_airflow__57667,apache/airflow,agent,substantive,0,2
apache_airflow__57667,apache/airflow,agent,substantive,0,0
apache_airflow__57667,apache/airflow,agent,substantive,0,2
apache_airflow__57741,apache/airflow,agent,substantive,0,1
apache_airflow__57741,apache/airflow,agent,substantive,0,2
apache_airflow__57741,apache/airflow,agent,substantive,0,2
apache_airflow__58292,apache/airflow,human,substantive,0,2
apache_airflow__58292,apache/airflow,human,substantive,1,2
apache_airflow__58292,apache/airflow,human,substantive,0,1
apache_airflow__58733,apache/airflow,human,empty,1,2
apache_airflow__58733,apache/airflow,human,empty,2,2
apache_airflow__58733,apache/airflow,human,empty,1,1
apache_airflow__58733,apache/airflow,human,empty,0,2
apache_airflow__58838,apache/airflow,agent,trivial,0,2
apache_airflow__58838,apache/airflow,agent,trivial,0,2
apache_airflow__58838,apache/airflow,agent,trivial,0,2
apache_airflow__58888,apache/airflow,human,trivial,1,2
apache_airflow__58888,apache/airflow,human,trivial,0,2
apache_airflow__58888,apache/airflow,human,trivial,0,1
apache_airflow__59507,apache/airflow,human,substantive,2,2
apache_airflow__59507,apache/airflow,human,substantive,2,2
apache_airflow__59507,apache/airflow,human,substantive,2,2
apache_airflow__59804,apache/airflow,human,empty,1,2
apache_airflow__59804,apache/airflow,human,empty,0,2
apache_airflow__59804,apache/airflow,human,empty,0,2
apache_airflow__59804,apache/airflow,human,empty,0,2
apache_airflow__59805,apache/airflow,agent,substantive,2,2
apache_airflow__59805,apache/airflow,agent,substantive,2,1
apache_airflow__59805,apache/airflow,agent,substantive,1,0
apache_airflow__59805,apache/airflow,agent,substantive,2,1
apache_airflow__60146,apache/airflow,human,empty,0,2
apache_airflow__60146,apache/airflow,human,empty,0,2
apache_airflow__60146,apache/airflow,human,empty,0,2
apache_airflow__60440,apache/airflow,agent,substantive,0,2
apache_airflow__60440,apache/airflow,agent,substantive,1,2
apache_airflow__60440,apache/airflow,agent,substantive,0,1
apache_airflow__60545,apache/airflow,human,substantive,1,2
apache_airflow__60545,apache/airflow,human,substantive,1,0
apache_airflow__60545,apache/airflow,human,substantive,0,2
apache_airflow__60633,apache/airflow,human,empty,0,0
apache_airflow__60633,apache/airflow,human,empty,0,1
apache_airflow__60633,apache/airflow,human,empty,1,1
apache_airflow__60647,apache/airflow,human,empty,0,2
apache_airflow__60647,apache/airflow,human,empty,0,2
apache_airflow__60647,apache/airflow,human,empty,0,2
apache_airflow__60676,apache/airflow,human,empty,1,2
apache_airflow__60676,apache/airflow,human,empty,0,2
apache_airflow__60676,apache/airflow,human,empty,0,1
apache_airflow__60735,apache/airflow,human,empty,0,2
apache_airflow__60735,apache/airflow,human,empty,0,2
apache_airflow__60735,apache/airflow,human,empty,0,2
apache_airflow__61560,apache/airflow,agent,substantive,2,1
apache_airflow__61560,apache/airflow,agent,substantive,2,2
apache_airflow__61560,apache/airflow,agent,substantive,1,2
apache_airflow__61706,apache/airflow,human,empty,0,2
apache_airflow__61706,apache/airflow,human,empty,0,0
apache_airflow__61706,apache/airflow,human,empty,0,2
apache_airflow__61854,apache/airflow,agent,substantive,2,1
apache_airflow__61854,apache/airflow,agent,substantive,2,1
apache_airflow__61854,apache/airflow,agent,substantive,1,2
apache_airflow__61861,apache/airflow,human,empty,1,2
apache_airflow__61861,apache/airflow,human,empty,0,2
apache_airflow__61861,apache/airflow,human,empty,1,1
apache_airflow__62401,apache/airflow,human,substantive,0,2
apache_airflow__62401,apache/airflow,human,substantive,0,2
apache_airflow__62401,apache/airflow,human,substantive,0,2
apache_airflow__62509,apache/airflow,human,empty,1,2
apache_airflow__62509,apache/airflow,human,empty,1,2
apache_airflow__62509,apache/airflow,human,empty,1,2
apache_airflow__62570,apache/airflow,agent,substantive,1,2
apache_airflow__62570,apache/airflow,agent,substantive,2,1
apache_airflow__62570,apache/airflow,agent,substantive,0,1
apache_airflow__62580,apache/airflow,agent,substantive,1,1
apache_airflow__62580,apache/airflow,agent,substantive,2,2
apache_airflow__62580,apache/airflow,agent,substantive,1,2
apache_airflow__62627,apache/airflow,human,empty,0,2
apache_airflow__62627,apache/airflow,human,empty,0,1
apache_airflow__62627,apache/airflow,human,empty,0,1
apache_airflow__62627,apache/airflow,human,empty,0,1
apache_airflow__62657,apache/airflow,agent,substantive,2,2
apache_airflow__62657,apache/airflow,agent,substantive,0,2
apache_airflow__62657,apache/airflow,agent,substantive,0,0
apache_airflow__62662,apache/airflow,agent,substantive,2,2
apache_airflow__62662,apache/airflow,agent,substantive,2,2
apache_airflow__62662,apache/airflow,agent,substantive,0,1
apache_airflow__62665,apache/airflow,agent,substantive,2,1
apache_airflow__62665,apache/airflow,agent,substantive,2,1
apache_airflow__62665,apache/airflow,agent,substantive,1,1
apache_airflow__62682,apache/airflow,agent,substantive,0,2
apache_airflow__62682,apache/airflow,agent,substantive,0,0
apache_airflow__62682,apache/airflow,agent,substantive,1,0
apache_airflow__62682,apache/airflow,agent,substantive,0,0
apache_airflow__62702,apache/airflow,agent,trivial,0,2
apache_airflow__62702,apache/airflow,agent,trivial,0,0
apache_airflow__62702,apache/airflow,agent,trivial,0,2
apache_airflow__62723,apache/airflow,agent,substantive,2,2
apache_airflow__62723,apache/airflow,agent,substantive,2,1
apache_airflow__62723,apache/airflow,agent,substantive,2,2
apache_airflow__62737,apache/airflow,human,substantive,1,2
apache_airflow__62737,apache/airflow,human,substantive,1,2
apache_airflow__62737,apache/airflow,human,substantive,1,2
apache_airflow__62742,apache/airflow,agent,empty,0,2
apache_airflow__62742,apache/airflow,agent,empty,0,1
apache_airflow__62742,apache/airflow,agent,empty,0,1
apache_airflow__62755,apache/airflow,agent,substantive,0,2
apache_airflow__62755,apache/airflow,agent,substantive,1,2
apache_airflow__62755,apache/airflow,agent,substantive,1,2
apache_airflow__62820,apache/airflow,agent,empty,1,1
apache_airflow__62820,apache/airflow,agent,empty,1,2
apache_airflow__62820,apache/airflow,agent,empty,1,2
apache_airflow__62820,apache/airflow,agent,empty,0,1
apache_airflow__62831,apache/airflow,agent,substantive,1,2
apache_airflow__62831,apache/airflow,agent,substantive,2,2
apache_airflow__62831,apache/airflow,agent,substantive,2,2
apache_airflow__62831,apache/airflow,agent,substantive,2,2
apache_airflow__62835,apache/airflow,agent,substantive,1,2
apache_airflow__62835,apache/airflow,agent,substantive,1,2
apache_airflow__62835,apache/airflow,agent,substantive,0,2
apache_airflow__62907,apache/airflow,agent,substantive,0,1
apache_airflow__62907,apache/airflow,agent,substantive,1,2
apache_airflow__62907,apache/airflow,agent,substantive,1,2
apache_airflow__62983,apache/airflow,agent,substantive,2,2
apache_airflow__62983,apache/airflow,agent,substantive,1,1
apache_airflow__62983,apache/airflow,agent,substantive,2,2
apache_airflow__63016,apache/airflow,human,trivial,0,2
apache_airflow__63016,apache/airflow,human,trivial,1,1
apache_airflow__63016,apache/airflow,human,trivial,0,2
apache_airflow__63016,apache/airflow,human,trivial,1,2
apache_airflow__63048,apache/airflow,agent,substantive,2,2
apache_airflow__63048,apache/airflow,agent,substantive,2,2
apache_airflow__63048,apache/airflow,agent,substantive,1,2
apache_airflow__63210,apache/airflow,human,substantive,0,2
apache_airflow__63210,apache/airflow,human,substantive,1,2
apache_airflow__63210,apache/airflow,human,substantive,0,2
apache_airflow__63300,apache/airflow,agent,substantive,1,2
apache_airflow__63300,apache/airflow,agent,substantive,1,2
apache_airflow__63300,apache/airflow,agent,substantive,0,1
apache_airflow__63315,apache/airflow,agent,substantive,0,1
apache_airflow__63315,apache/airflow,agent,substantive,1,1
apache_airflow__63315,apache/airflow,agent,substantive,1,2
apache_airflow__63315,apache/airflow,agent,substantive,0,2
apache_airflow__63317,apache/airflow,agent,substantive,2,2
apache_airflow__63317,apache/airflow,agent,substantive,2,1
apache_airflow__63317,apache/airflow,agent,substantive,1,1
apache_airflow__63319,apache/airflow,agent,substantive,2,2
apache_airflow__63319,apache/airflow,agent,substantive,2,2
apache_airflow__63319,apache/airflow,agent,substantive,0,2
apache_airflow__63320,apache/airflow,agent,substantive,2,2
apache_airflow__63320,apache/airflow,agent,substantive,0,0
apache_airflow__63320,apache/airflow,agent,substantive,2,2
apache_airflow__63347,apache/airflow,agent,substantive,1,2
apache_airflow__63347,apache/airflow,agent,substantive,0,1
apache_airflow__63347,apache/airflow,agent,substantive,0,0
apache_airflow__63387,apache/airflow,human,trivial,0,2
apache_airflow__63387,apache/airflow,human,trivial,0,2
apache_airflow__63387,apache/airflow,human,trivial,0,2
apache_airflow__63422,apache/airflow,agent,empty,0,2
apache_airflow__63422,apache/airflow,agent,empty,0,2
apache_airflow__63422,apache/airflow,agent,empty,0,0
apache_airflow__63422,apache/airflow,agent,empty,0,0
apache_airflow__63440,apache/airflow,agent,substantive,2,2
apache_airflow__63440,apache/airflow,agent,substantive,1,2
apache_airflow__63440,apache/airflow,agent,substantive,0,0
apache_airflow__63475,apache/airflow,agent,empty,1,2
apache_airflow__63475,apache/airflow,agent,empty,1,1
apache_airflow__63475,apache/airflow,agent,empty,1,2
apache_airflow__63476,apache/airflow,agent,substantive,2,2
apache_airflow__63476,apache/airflow,agent,substantive,2,2
apache_airflow__63476,apache/airflow,agent,substantive,1,2
apache_airflow__63520,apache/airflow,agent,substantive,1,2
apache_airflow__63520,apache/airflow,agent,substantive,2,1
apache_airflow__63520,apache/airflow,agent,substantive,2,1
apache_airflow__63531,apache/airflow,human,empty,1,2
apache_airflow__63531,apache/airflow,human,empty,1,2
apache_airflow__63531,apache/airflow,human,empty,1,0
apache_airflow__63561,apache/airflow,agent,substantive,0,1
apache_airflow__63561,apache/airflow,agent,substantive,0,0
apache_airflow__63561,apache/airflow,agent,substantive,0,1
apache_airflow__63561,apache/airflow,agent,substantive,0,0
apache_airflow__63598,apache/airflow,agent,substantive,2,1
apache_airflow__63598,apache/airflow,agent,substantive,1,1
apache_airflow__63598,apache/airflow,agent,substantive,0,0
apache_airflow__63598,apache/airflow,agent,substantive,0,0
apache_airflow__63606,apache/airflow,agent,substantive,2,2
apache_airflow__63606,apache/airflow,agent,substantive,2,2
apache_airflow__63606,apache/airflow,agent,substantive,2,2
apache_airflow__63901,apache/airflow,agent,substantive,0,1
apache_airflow__63901,apache/airflow,agent,substantive,1,1
apache_airflow__63901,apache/airflow,agent,substantive,1,2
apache_airflow__64164,apache/airflow,agent,substantive,0,2
apache_airflow__64164,apache/airflow,agent,substantive,1,2
apache_airflow__64164,apache/airflow,agent,substantive,1,2
apache_airflow__64189,apache/airflow,agent,substantive,1,2
apache_airflow__64189,apache/airflow,agent,substantive,1,2
apache_airflow__64189,apache/airflow,agent,substantive,0,2
apache_airflow__64246,apache/airflow,human,trivial,0,2
apache_airflow__64246,apache/airflow,human,trivial,1,2
apache_airflow__64246,apache/airflow,human,trivial,0,0
apache_airflow__64285,apache/airflow,human,substantive,1,2
apache_airflow__64285,apache/airflow,human,substantive,0,2
apache_airflow__64285,apache/airflow,human,substantive,2,2
apache_airflow__64384,apache/airflow,agent,substantive,2,2
apache_airflow__64384,apache/airflow,agent,substantive,2,2
apache_airflow__64384,apache/airflow,agent,substantive,1,2
apache_airflow__64425,apache/airflow,human,empty,0,2
apache_airflow__64425,apache/airflow,human,empty,0,1
apache_airflow__64425,apache/airflow,human,empty,0,0
apache_airflow__64471,apache/airflow,human,trivial,1,2
apache_airflow__64471,apache/airflow,human,trivial,0,2
apache_airflow__64471,apache/airflow,human,trivial,0,2
apache_airflow__64725,apache/airflow,human,substantive,2,1
apache_airflow__64725,apache/airflow,human,substantive,2,2
apache_airflow__64725,apache/airflow,human,substantive,0,2
apache_airflow__64725,apache/airflow,human,substantive,0,2
apache_airflow__64804,apache/airflow,agent,substantive,2,1
apache_airflow__64804,apache/airflow,agent,substantive,2,1
apache_airflow__64804,apache/airflow,agent,substantive,0,2
